especie,fecha,apertura,maximo,minimo,cierre,volumen,timestamp
GD41D,2020-09-15,45.99,46,44.5,45,284775,1600138800
GD41D,2020-09-16,43,43.75,42.75,42.75,271185,1600225200
GD41D,2020-09-17,42.1,42.1,40.6,40.6,162750,1600311600
GD41D,2020-09-18,42,42,40.54,40.6,147088,1600398000
GD41D,2020-09-21,39.5,40,39,39,171298,1600657200
GD41D,2020-09-22,40.05,40.05,39,39.1,48312,1600743600
GD41D,2020-09-23,38.5,40.2,38,40.2,436033,1600830000
GD41D,2020-09-24,40.5,42.01,40.5,42.01,218335,1600916400
GD41D,2020-09-25,41.7,43,41.7,42.5,757394,1601002800
GD41D,2020-09-28,43.5,43.5,41.51,42,71688,1601262000
GD41D,2020-09-29,42,42,42,42,284481,1601348400
GD41D,2020-09-30,41.5,43.99,41.5,43.99,96303,1601434800
GD41D,2020-10-01,42.5,43.9,42.5,43.9,1234678,1601521200
GD41D,2020-10-02,41.75,43.45,41.75,42,382962,1601607600
GD41D,2020-10-05,41,43,41,41.75,226357,1601866800
GD41D,2020-10-06,42.5,42.5,40,41.78,48765,1601953200
GD41D,2020-10-07,41.94,41.94,40.2,40.97,7472,1602039600
GD41D,2020-10-08,41.3,41.5,40.35,41,312355,1602126000
GD41D,2020-10-09,40,41.6,40,41.59,132996,1602212400
GD41D,2020-10-13,41,41.45,39.2,41.4,437378,1602558000
GD41D,2020-10-14,41.4,41.4,40.1,40.1,1115787,1602644400
GD41D,2020-10-15,39.5,39.99,38,39.45,152343,1602730800
GD41D,2020-10-16,39.5,39.5,38.15,38.16,415937,1602817200
GD41D,2020-10-19,38,39.6,37.5,38,137389,1603076400
GD41D,2020-10-20,37,37.8,36.15,37,157656,1603162800
GD41D,2020-10-21,37.74,37.9,36,37,178767,1603249200
GD41D,2020-10-22,36.5,38.5,36.5,37,202763,1603335600
GD41D,2020-10-23,37.25,38.3,37,37.55,38076,1603422000
GD41D,2020-10-26,36.8,38.35,36.5,38.2,105291,1603681200
GD41D,2020-10-27,37.5,38.5,37.5,37.5,96870,1603767600
GD41D,2020-10-28,37.5,37.5,36.5,36.6,1685198,1603854000
GD41D,2020-10-29,36.6,37,36.2,36.8,217131,1603940400
GD41D,2020-10-30,36.5,36.85,36.5,36.85,120498,1604026800
GD41D,2020-11-02,35.9,38,35.9,37.25,101469,1604286000
GD41D,2020-11-03,37.25,39.96,37,37.5,207135,1604372400
GD41D,2020-11-04,37.5,37.75,37,37.6,621608,1604458800
