especie,fecha,apertura,maximo,minimo,cierre,volumen,timestamp
AL29D,2020-09-14,57,57,50,51.8,2531519,1600052400
AL29D,2020-09-15,50.81,51.89,50.81,51.4,953638,1600138800
AL29D,2020-09-16,50,50,48.35,48.85,4410780,1600225200
AL29D,2020-09-17,48.2,48.6,47.1,48.51,2251186,1600311600
AL29D,2020-09-18,49.01,49.8,48,48.35,3322836,1600398000
AL29D,2020-09-21,47.93,47.93,46.32,47.4,660227,1600657200
AL29D,2020-09-22,47.2,47.5,46,46.5,753978,1600743600
AL29D,2020-09-23,46,47.95,45.6,47.6,942747,1600830000
AL29D,2020-09-24,46.04,48.5,46.04,47.57,339686,1600916400
AL29D,2020-09-25,47.03,47.6,46.2,46.44,225372,1601002800
AL29D,2020-09-28,46.5,47.19,46,46.29,619444,1601262000
AL29D,2020-09-29,46.99,46.99,45.39,46,1354685,1601348400
AL29D,2020-09-30,45.35,46.5,45.35,45.86,695464,1601434800
AL29D,2020-10-01,45.95,46.5,45.75,46.25,1021239,1601521200
AL29D,2020-10-02,46,46,45.01,45.45,635925,1601607600
AL29D,2020-10-05,44.85,45.39,44.55,45.39,444599,1601866800
AL29D,2020-10-06,45,45.35,44.65,45.3,337835,1601953200
AL29D,2020-10-07,44.45,45.45,44.45,45.44,520398,1602039600
AL29D,2020-10-08,46,46,45.01,45.32,429061,1602126000
AL29D,2020-10-09,44.51,45.63,44.51,45.63,471970,1602212400
AL29D,2020-10-13,45,45.51,44.6,45.45,671252,1602558000
AL29D,2020-10-14,45,45.28,44.5,44.9,443367,1602644400
AL29D,2020-10-15,44.8,45.12,44.5,44.56,614481,1602730800
AL29D,2020-10-16,44.4,45.1,44.02,44.3,837169,1602817200
AL29D,2020-10-19,44.01,44.01,43.01,43.51,353701,1603076400
AL29D,2020-10-20,42.8,43.4,41.7,41.7,486192,1603162800
AL29D,2020-10-21,41.2,41.5,40.35,41.18,627118,1603249200
AL29D,2020-10-22,41,42.75,39.88,42.1,1826143,1603335600
AL29D,2020-10-23,42,44.9,41.65,43.66,3086700,1603422000
AL29D,2020-10-26,43,43.33,40.55,40.56,358025,1603681200
AL29D,2020-10-27,40.01,43.5,40.01,43,1590669,1603767600
AL29D,2020-10-28,43.49,44.3,41.7,44.2,2017051,1603854000
AL29D,2020-10-29,43,45.95,42.2,45.5,1844992,1603940400
AL29D,2020-10-30,44.5,45.56,44.4,44.9,4349002,1604026800
AL29D,2020-11-02,44.9,44.9,43,43.71,1760520,1604286000
AL29D,2020-11-03,42.1,45.5,42.1,44.8,5065127,1604372400
AL29D,2020-11-04,43.25,45.73,43.25,44.9,1048818,1604458800
AL29D,2020-11-05,44.9,45.6,44.3,45.5,1698987,1604545200
AL29D,2020-11-06,45.5,45.5,44.39,45.41,1781193,1604631600
AL29D,2020-11-09,44.65,45.79,44.65,45.7,2226688,1604890800
AL29D,2020-11-10,45.06,45.5,45.06,45.15,3634966,1604977200
AL29D,2020-11-11,44.9,45.15,44.4,44.8,2954089,1605063600
AL29D,2020-11-12,44.4,44.67,43.95,44,692657,1605150000
AL29D,2020-11-13,43.7,45.5,43,45,837888,1605236400
AL29D,2020-11-16,44.9,45.05,44.4,45,776122,1605495600
AL29D,2020-11-17,45,45,43.9,44.05,1291168,1605582000
AL29D,2020-11-18,44,44.3,43.5,43.5,1587205,1605668400
AL29D,2020-11-19,42.5,43.71,42.27,42.3,206963,1605754800
AL29D,2020-11-20,42,42.75,41.8,42.2,413545,1605841200
AL29D,2020-11-24,42.9,42.9,41.75,42.65,439601,1606186800
AL29D,2020-11-25,42.3,43.4,42.2,43.3,1093962,1606273200
AL29D,2020-11-26,43.2,43.25,42.2,43.2,698199,1606359600
AL29D,2020-11-27,42.96,43.31,42.5,42.97,426213,1606446000
AL29D,2020-11-30,42.97,42.97,41.88,42.2,393011,1606705200
AL29D,2020-12-01,41.8,42.3,41.6,41.86,161433,1606791600
AL29D,2020-12-02,41.8,41.89,41.5,41.76,336025,1606878000
AL29D,2020-12-03,41.45,41.89,41.42,41.89,504216,1606964400
AL29D,2020-12-04,42,42,41.11,41.76,331982,1607050800
AL29D,2020-12-09,41.5,41.99,41.01,41.7,585300,1607482800
AL29D,2020-12-10,41.22,42.2,40.85,42.12,401134,1607569200
AL29D,2020-12-11,41.62,42.2,41.6,41.92,423591,1607655600
AL29D,2020-12-14,41.41,42.35,41.41,42.1,709819,1607914800
AL29D,2020-12-15,42,42,41.57,41.75,714162,1608001200
AL29D,2020-12-16,41.5,41.64,41.22,41.55,464568,1608087600
AL29D,2020-12-17,41.5,41.68,41.24,41.57,798811,1608174000
AL29D,2020-12-18,41.27,41.78,41.25,41.75,1069523,1608260400
AL29D,2020-12-21,41.7,42.5,41.4,42.21,572364,1608519600
AL29D,2020-12-22,41.8,42.38,41.75,42.3,505469,1608606000
AL29D,2020-12-23,42.28,42.5,41.99,42.27,531920,1608692400
AL29D,2020-12-28,42.01,42.24,41.71,42.24,366583,1609124400
AL29D,2020-12-29,41.76,42.4,41.76,42.35,410577,1609210800
AL29D,2020-12-30,41.81,42.4,41.81,42.35,392052,1609297200
AL29D,2021-01-04,41.81,42,41.3,41.36,610723,1609729200
AL29D,2021-01-05,41.2,41.65,41.01,41.25,423165,1609815600
AL29D,2021-01-06,41.2,41.54,41,41.5,786149,1609902000
AL29D,2021-01-07,41.21,41.48,40.95,41.23,624828,1609988400
AL29D,2021-01-08,40.91,41,40.65,40.85,371267,1610074800
AL29D,2021-01-11,40.59,40.85,40.25,40.77,356589,1610334000
AL29D,2021-01-12,40.97,41,40.3,40.95,426189,1610420400
AL29D,2021-01-13,40.3,40.89,40.3,40.54,494137,1610506800
AL29D,2021-01-14,40.65,40.65,39.94,40.23,247381,1610593200
