especie,fecha,apertura,maximo,minimo,cierre,volumen,timestamp
GD38,2020-09-09,5851,6300,5851,6271,60191,1599620400
GD38,2020-09-10,6450,6450,6390,6420,146152,1599706800
GD38,2020-09-11,6422,6422,6380,6385,33828,1599793200
GD38,2020-09-14,6444,6490,6389.5,6490,268781,1600052400
GD38,2020-09-15,6400,6480,6300,6389,76382,1600138800
GD38,2020-09-16,6300,6300,6063,6200,14043,1600225200
GD38,2020-09-17,5930,5940,5920,5940,27931,1600311600
GD38,2020-09-18,5900,6150,5881,6100,398514,1600398000
GD38,2020-09-21,5950,6250,5900,6150,30773,1600657200
GD38,2020-09-22,6150,6400,6055,6280,80324,1600743600
GD38,2020-09-23,6200,6340,6000,6300,86827,1600830000
GD38,2020-09-24,6350,6350,5790,6020,284457,1600916400
GD38,2020-09-25,6130,6250,6020,6200,107444,1601002800
GD38,2020-09-28,6200,6250,6150,6182,34652,1601262000
GD38,2020-09-29,6185,6374.5,6150,6365,147833,1601348400
GD38,2020-09-30,6450,6450,6370,6380,84940,1601434800
GD38,2020-10-01,6400,6420,6380,6400,245782,1601521200
GD38,2020-10-02,6410,6410,6211,6350,52455,1601607600
GD38,2020-10-05,6351,6500,6251,6300,212176,1601866800
GD38,2020-10-06,6300,6300,6180,6195,86831,1601953200
GD38,2020-10-07,6150,6199,6144,6199,261596,1602039600
GD38,2020-10-08,6200,6300,6191,6295,619631,1602126000
GD38,2020-10-09,6490,6540,6360,6530,143125,1602212400
GD38,2020-10-13,6500,6625,6450,6610,355648,1602558000
GD38,2020-10-14,6750,6750,6600,6650,227151,1602644400
GD38,2020-10-15,6740,7000,6740,6800,49115,1602730800
GD38,2020-10-16,7050,7050,6880,7000,361111,1602817200
GD38,2020-10-19,7000,7000,6751,6760,3521,1603076400
GD38,2020-10-20,6798,6899,6577,6899,33679,1603162800
GD38,2020-10-21,6900,7220,6800,7200,564855,1603249200
GD38,2020-10-22,7269,7289,7075,7250,66036,1603335600
GD38,2020-10-23,7350,7350,7000,7160,127162,1603422000
GD38,2020-10-26,7091,7091,7050,7050,122440,1603681200
GD38,2020-10-27,7000,7000,6400,6510,281843,1603767600
GD38,2020-10-28,6700,6700,6110,6110,19673,1603854000
GD38,2020-10-29,6100,6400,6000,6400,46732,1603940400
GD38,2020-10-30,6300,6300,5900,6100,6713,1604026800
GD38,2020-11-02,6000,6000,5805,5805,320831,1604286000
GD38,2020-11-03,5900,6150,5800,5850,14559,1604372400
GD38,2020-11-04,5850,6150,5805,6150,540953,1604458800
GD38,2020-11-05,6150,6200,6080,6200,19275,1604545200
GD38,2020-11-06,6200,6249,6110,6110,324,1604631600
GD38,2020-11-09,6248,6260,6125,6175,18806,1604890800
GD38,2020-11-10,6218,6250,5500,6000,131291,1604977200
GD38,2020-11-11,6100,6190,6100,6190,28844,1605063600
GD38,2020-11-12,6190,6200,6075,6140,26977,1605150000
GD38,2020-11-13,6200,6200,6150,6200,30232,1605236400
GD38,2020-11-16,6205,6300,6205,6225,3567,1605495600
GD38,2020-11-17,6250,6275,6200,6250,17642,1605582000
GD38,2020-11-18,6250,6300,6249,6249,95435,1605668400
GD38,2020-11-19,6249,6249,6020,6199.5,10896,1605754800
GD38,2020-11-20,6180,6195,6150,6174,75774,1605841200
GD38,2020-11-24,6200,6200,6100,6200,80255,1606186800
GD38,2020-11-25,6200,6200,6090,6125,40911,1606273200
GD38,2020-11-26,6000,6125,6000,6125,19553,1606359600
GD38,2020-11-27,6090,6200,6071,6125,12914,1606446000
GD38,2020-11-30,6010,6125,6010,6125,35524,1606705200
GD38,2020-12-01,6125,6125,6000,6000,43856,1606791600
GD38,2020-12-02,6001,6001,5830,5830,91985,1606878000
GD38,2020-12-03,5825,5850,5715,5715,16067,1606964400
GD38,2020-12-04,5815,5830,5715.5,5730,6458,1607050800
GD38,2020-12-09,5849.5,5849.5,5455,5540,134457,1607482800
GD38,2020-12-10,5511,5600,5510,5600,126203,1607569200
GD38,2020-12-11,5601,5760,5599.5,5635,122167,1607655600
GD38,2020-12-14,5700,5900,5675,5900,65461,1607914800
GD38,2020-12-15,5900,5960,5780,5960,37703,1608001200
GD38,2020-12-16,6050,6050,5755,5809,43255,1608087600
GD38,2020-12-17,5820,5900,5790,5820,168014,1608174000
GD38,2020-12-18,5700,6000,5700,5905,86629,1608260400
GD38,2020-12-21,6079.5,6079.5,5895,5895,27091,1608519600
GD38,2020-12-22,5999.5,5999.5,5780,5900,102556,1608606000
GD38,2020-12-23,5900,6030,5875,5955,55233,1608692400
GD38,2020-12-28,6000,6010,5902,5950,123677,1609124400
GD38,2020-12-29,6000,6000,5840,5840,375046,1609210800
GD38,2020-12-30,5900,5900,5740,5898.5,56644,1609297200
GD38,2021-01-04,5900,5900,5850,5850,21389,1609729200
GD38,2021-01-05,5851,5865,5760,5859,106745,1609815600
GD38,2021-01-06,6050,6050,5860,6040,238357,1609902000
GD38,2021-01-07,6038,6050,5848.5,6050,139469,1609988400
GD38,2021-01-08,6050,6200,6050,6080,253265,1610074800
GD38,2021-01-11,6064.5,6064.5,5900,6000,315683,1610334000
GD38,2021-01-12,6000,6000,5905,5970,38736,1610420400
GD38,2021-01-13,5910,5950,5870,5870,179638,1610506800
GD38,2021-01-14,5900,5900,5775,5775,1247510,1610593200
GD38,2021-01-15,5899,5899,5775,5800,65724,1610679600
GD38,2021-01-18,5799,5899,5750,5899,86282,1610938800
GD38,2021-01-19,5899,6050,5800,5890,10387,1611025200
GD38,2021-01-20,5890,5999.5,5890,5995,87995,1611111600
GD38,2021-01-21,6100,6100,5900,5992,427142,1611198000
GD38,2021-01-22,5920,6050,5905,6025,61768,1611284400
GD38,2021-01-25,6120,6120,5941,6075,67469,1611543600
GD38,2021-01-26,6070,6138,6070,6138,123887,1611630000
GD38,2021-01-27,6138,6195,6000,6000,30686,1611716400
GD38,2021-01-28,6100,6100,6000,6080,85943,1611802800
GD38,2021-01-29,6006,6135,6000,6000,21455,1611889200
GD38,2021-02-01,6120,6193,6000,6000,144797,1612148400
GD38,2021-02-02,6184,6184,6025,6050,678195,1612234800
GD38,2021-02-03,6100,6100,6001,6050,742160,1612321200
GD38,2021-02-04,6050,6150,6000,6100,410561,1612407600
GD38,2021-02-05,6080,6175,6075,6150,649651,1612494000
GD38,2021-02-08,6050,6150,6050,6150,172278,1612753200
GD38,2021-02-09,6183.5,6183.5,6065,6085,361226,1612839600
GD38,2021-02-10,6085,6085,6030,6030,381991,1612926000
GD38,2021-02-11,6000,6050,5995,5995,246064,1613012400
GD38,2021-02-12,5997,6099.5,5950,6040,644327,1613098800
GD38,2021-02-17,5900,5900,5650,5759,1192425,1613530800
GD38,2021-02-18,5730,5730,5450,5625,940480,1613617200
GD38,2021-02-19,5700,5711.5,5540,5540,605474,1613703600
GD38,2021-02-22,5540,5600,5325,5375,447526,1613962800
GD38,2021-02-23,5380,5380,5325,5380,894813,1614049200
GD38,2021-02-24,5401,5600,5385,5430,272458,1614135600
GD38,2021-02-25,5455,5490,5455,5472,40862,1614222000
GD38,2021-02-26,5500,5599,5455,5599,118009,1614308400
GD38,2021-03-01,5599,5599,5520,5599,16735,1614567600
GD38,2021-03-02,5600,5610,5450,5580,1445,1614654000
GD38,2021-03-03,5580,5599.5,5460,5520,1000,1614740400
GD38,2021-03-04,5520,5550,5470,5470,1422,1614826800
GD38,2021-03-05,5500,5500,5350,5360,380,1614913200
GD38,2021-03-08,5460,5460,5290,5360,16,1615172400
GD38,2021-03-09,5500,5500,5290,5320,851,1615258800
GD38,2021-03-10,5245.5,5285,5200,5200,37798,1615345200
GD38,2021-03-11,5220,5270,5220,5270,1298,1615431600
GD38,2021-03-12,5260,5310,5200,5310,334978,1615518000
GD38,2021-03-15,5330,5578,5330,5568.5,37825,1615777200
GD38,2021-03-16,5650,5650,5515,5605,45277,1615863600
GD38,2021-03-17,5645,5645,5595,5630,62022,1615950000
GD38,2021-03-18,5750,5850,5600,5700,328078,1616036400
GD38,2021-03-19,5650,5720,5601,5670,184124,1616122800
GD38,2021-03-22,5650,5778,5650,5760,635684,1616382000
GD38,2021-03-23,5650,5765,5650,5754,13229882,1616468400
GD38,2021-03-25,5461.5,5587.5,5325,5520,181,1616641200
GD38,2021-03-26,5500,5550,5336,5509.5,7086676,1616727600
GD38,2021-03-29,5510,5510,5382,5385,7295378,1616986800
GD38,2021-03-30,5300,5449.5,5300,5400,6279514,1617073200
GD38,2021-03-31,5449.5,5449.5,5100,5400,43933,1617159600
GD38,2021-04-05,5400,5558.5,5210,5455,384067,1617591600
GD38,2021-04-06,5600,5600,5500,5530,161629,1617678000
GD38,2021-04-07,5600,5600,5510,5530,82957,1617764400
GD38,2021-04-08,5600,5600,5502,5540,68102,1617850800
GD38,2021-04-09,5540,5597.5,5525,5585,288317,1617937200
GD38,2021-04-12,5550,5550,5525,5549,100355,1618196400
GD38,2021-04-13,5750,5750,5600,5605,811720,1618282800
GD38,2021-04-14,5555,5697,5555,5625,200737,1618369200
GD38,2021-04-15,5600,5600,5490,5595,285478,1618455600
